Category,Name,Description,Manufacturer,Dosage,Source
herbal,Rapid prompting method,"The rapid prompting method ( RPM ) is a pseudoscientific technique that attempts to aid people with autism or other disabilities to communicate through pointing, typing, or writing. [ 1 ] [ 2 ] Also known as Spelling to Communicate, [ 3 ] it is closely related to the scientifically discredited [ 4 ] [ 5 ] [ 6 ] technique facilitated communication (FC). [ 1 ] [ 7 ] [ 8 ] Practitioners of RPM have failed to assess the issue of message agency using simple and direct scientific methodologies, saying that doing so would be stigmatizing and that allowing scientific criticisms of the technique robs people with autism of their right to communicate. [ 2 ] [ 9 ] The American Speech-Language-Hearing Association has issued a statement opposing the practice of RPM. [ 10 ] [ 11 ]",,,https://en.wikipedia.org/wiki/Rapid_prompting_method
herbal,Reflexology,"Reflexology , also known as zone therapy , is a complementary medical practice involving the application of pressure to specific points on the feet, ears, and hands. This is done using thumb, finger, and hand massage techniques without the use of oil or lotion. It is based on a pseudoscientific [ 1 ] system of zones and reflex areas that purportedly reflect an image of the body on the feet and hands, with the premise that such work on the feet and hands causes a physical change to the supposedly related areas of the body. [ 2 ]",,,https://en.wikipedia.org/wiki/Reflexology
herbal,RBOP,"Body psychotherapy , [ 1 ] [ 2 ] [ 3 ] [ 4 ] also called body-oriented psychotherapy , is an approach to psychotherapy [ 5 ] which applies basic principles of somatic psychology . It originated in the work of Pierre Janet , Sigmund Freud and particularly Wilhelm Reich who developed it as vegetotherapy . [ 6 ] Branches also were developed by Alexander Lowen , and John Pierrakos , both patients and students of Reich, like Reichian body-oriented psychotherapy [ 7 ] [ 8 ] [ 9 ] and Gerda Boyesen . [ 10 ]",,,https://en.wikipedia.org/wiki/Body_psychotherapy
herbal,Rolfing,"Rolfing ( / ˈ r ɔː l f ɪ ŋ , ˈ r ɒ l -/ ) [ 1 ] is a form of alternative medicine originally developed by Ida Rolf (1896–1979) as Structural Integration . [ 2 ] [ 3 ] Rolfing is marketed with unproven claims of various health benefits, [ 4 ] [ 5 ] is recognized as pseudoscience [ 6 ] and is generally characterized as quackery . [ 7 ] It is based on Rolf's ideas about how the human body's "" energy field "" can benefit when aligned with the Earth's gravitational field . [ 8 ] [ 9 ]",,,https://en.wikipedia.org/wiki/Rolfing
herbal,Scientific racism,,,,https://en.wikipedia.org/wiki/Scientific_racism
herbal,ThetaHealing,"ThetaHealing (also Theta Healing ) is the registered trademark for a method of meditation created by Vianna Stibal in 1995. [ 1 ] [ 2 ] ThetaHealing claims to change a practitioner's brain wave pattern to the theta pattern , allowing them to explore how ""emotional energy"" affects their health, and develop a ""natural intuition"". [ 3 ] [ 4 ]",,,https://en.wikipedia.org/wiki/ThetaHealing
herbal,Thomsonianism,"Thomsonianism was an early 19th century American-based system of alternative medicine , developed and promoted by Samuel Thomson . It grew rapidly during the Popular Health Movement when many Americans distrusted expertise in general and physicians in particular. It was based on herbal treatments designed to regulate body heat, and rejected drugs, heavy bleeding and surgery. The cult faltered and factionalized in the 1850s, and was largely a spent force by the 1860s. However, its emphasis on herbal remedies was copied by other herbalist sects.",,,https://en.wikipedia.org/wiki/Thomsonianism
herbal,Thought Field Therapy,,,,https://en.wikipedia.org/wiki/Thought_Field_Therapy
herbal,Urophagia,"Urophagia is the consumption of urine . Urine was consumed in several ancient cultures for various health, healing, and cosmetic purposes. [ 1 ] [ better source needed ] People have been known to drink urine in extreme cases of water scarcity , [ 2 ] however numerous sources, including the US Army Field Manual , [ 3 ] advise against it.",,,https://en.wikipedia.org/wiki/Urophagia
herbal,Vaginal steaming,"Vaginal steaming , sometimes shortened to V-steaming [ 1 ] and also known as wormwood steaming , is an alternative health treatment wherein a woman squats or sits over steaming water containing herbs such as mugwort , rosemary , wormwood , and basil . It has been practiced in Africa ( Mozambique , South Africa [ 2 ] ), Asia ( Indonesia , Thailand [ 2 ] ), and Central America (among the Q'eqchi' people [ 3 ] ).",,,https://en.wikipedia.org/wiki/Vaginal_steaming
herbal,Vegetotherapy,Vegetotherapy is a form of Reichian psychotherapy that involves the physical manifestations of emotions .,,,https://en.wikipedia.org/wiki/Vegetotherapy
herbal,Vision therapy,"Vision therapy ( VT ), or behavioral optometry , is an umbrella term for alternative medicine treatments using eye exercises, based around the pseudoscientific claim that vision problems are the true underlying cause of learning difficulties, particularly in children. [ 1 ] Vision therapy has not been shown to be effective using scientific studies, except for helping with convergence insufficiency . [ 2 ] Most claims—for example that the therapy can address neurological, educational, and spatial difficulties—lack supporting evidence. [ 3 ] Neither the American Academy of Pediatrics nor the American Academy of Ophthalmology support the use of vision therapy. [ 4 ] [ 5 ]",,,https://en.wikipedia.org/wiki/Vision_therapy
herbal,Vitalism,"Vitalism is an idea that living organisms are differentiated from the non-living by the presence of forces, properties or powers including those which may not be physical  or chemical. Varied forms of vitalist theories were held in former times and they are now considered pseudoscientific concepts. [ 1 ] [ a ] Where vitalism explicitly invokes a vital principle, that element is often referred to as the ""vital spark"", ""energy"", "" élan vital "" (coined by vitalist Henri Bergson ), ""vital force"", or "" vis vitalis "", which some equate with the soul . In the 18th and 19th centuries, vitalism was discussed among biologists , between those belonging to the mechanistic school who felt that the known mechanics of physics would eventually explain the difference between life and non-life and vitalists who argued that the processes of life could not be reduced to a mechanistic process. Vitalist biologists such as Johannes Reinke proposed testable hypotheses meant to show inadequacies with mechanistic explanations, but their experiments failed to provide support for vitalism. Biologists now consider vitalism in this sense to have been refuted by empirical evidence , and hence regard it either as a superseded scientific theory , [ 4 ] or as a pseudoscience since the mid-20th century. [ 5 ] [ 6 ]",,,https://en.wikipedia.org/wiki/Vitalism
herbal,Young blood transfusion,"Young blood transfusion refers to transfusing blood specifically from a young person into an older one with the intention of creating a health benefit. [ 1 ] The efficacy and safety of young blood transfusions for anti-aging purposes remain a subject of debate in the scientific community, with limited clinical evidence in humans. [ 1 ] [ 2 ] [ 3 ] There are also concerns of harm. [ 3 ] While some preclinical studies on animals suggest potential benefits, there is a lack of robust clinical evidence to support its use in humans. [ 4 ] [ 5 ] [ 6 ] [ 7 ] [ 8 ] [ 9 ] The U.S. Food and Drug Administration , in 2019, cautioned ""consumers against receiving young donor plasma infusions"" stating that they are an ""unproven treatment"". [ 3 ]",,,https://en.wikipedia.org/wiki/Young_blood_transfusion
herbal,Zero balancing,"Zero balancing is a type of manual therapy devised by American osteopathic doctor Frederick ""Fritz"" Smith in the 1970s. Drawing from principles of osteopathy , Chinese medicine and Structural Integration , Smith proposed that the energy field within the human body could be affected by manual manipulations, thus bringing health benefits. The practice teaches that currents of energy are stored within the human skeleton, and that these affect both physical and mental wellbeing.",,,https://en.wikipedia.org/wiki/Zero_balancing
herbal,Big Pharma conspiracy theories,,,,https://en.wikipedia.org/wiki/Big_Pharma_conspiracy_theories
herbal,HIV/AIDS denialism,,,,https://en.wikipedia.org/wiki/HIV/AIDS_denialism
herbal,OPV AIDS hypothesis,,,,https://en.wikipedia.org/wiki/Oral_polio_vaccine_AIDS_hypothesis
herbal,Anti-vaccinationism,,,,https://en.wikipedia.org/wiki/Anti-vaccine_activism
herbal,Vaccine hesitancy,,,,https://en.wikipedia.org/wiki/Vaccine_hesitancy
herbal,Vaccine misinformation,Misinformation related to immunization and the use of vaccines circulates in mass media and social media [ 1 ] [ 2 ] [ 3 ] despite the fact that there is no serious hesitancy or debate within mainstream medical and scientific circles about the benefits of vaccination. [ 4 ] Unsubstantiated safety concerns related to vaccines are often presented on the Internet as being scientific information . [ 5 ] A large proportion of internet sources on the topic are mostly inaccurate which can lead people searching for information to form misconceptions relating to vaccines. [ 6 ],,,https://en.wikipedia.org/wiki/Vaccine_misinformation
herbal,Vaccines and autism,,,,https://en.wikipedia.org/wiki/Vaccines_and_autism
herbal,MMR vaccine and autism,,,,https://en.wikipedia.org/wiki/MMR_vaccine_and_autism
herbal,in chiropractic,"Anti-vaccinationism in chiropractic is widespread, [ 1 ] [ 2 ] but there are notable differences within the trade. [ 3 ] Chiropractic is a form of alternative medicine founded on the idea that all disease is caused by disruption of the flow of ""innate"" (or innate intelligence) in the spine , by so-called vertebral subluxations – a pseudoscientific concept. Over time chiropractic has divided into ""straights""  who adhere to the subluxation theory and ""mixers"" who adhere more closely to a scientifically-based view of anatomy. ""Straight"" chiropractors are very likely to be anti-vaccination, [ 4 ] but all chiropractic training tends to reduce acceptance of vaccines. [ 5 ]",,,https://en.wikipedia.org/wiki/Anti-vaccinationism_in_chiropractic
herbal,Water fluoridation controversy,,,,https://en.wikipedia.org/wiki/Opposition_to_water_fluoridation
herbal,COVID-19 misinformation,,,,https://en.wikipedia.org/wiki/COVID-19_misinformation
herbal,Turbo cancer,,,,https://en.wikipedia.org/wiki/Turbo_cancer
herbal,African,,,,https://en.wikipedia.org/wiki/African_traditional_medicine
herbal,Muti,Muthi is a traditional medicine practice in Southern Africa as far north as Lake Tanganyika .,,,https://en.wikipedia.org/wiki/Muti
herbal,Southern Africa,,,,https://en.wikipedia.org/wiki/Traditional_healers_of_Southern_Africa
herbal,Ayurveda,,,,https://en.wikipedia.org/wiki/Ayurveda
herbal,Dosha,,,,https://en.wikipedia.org/wiki/Dosha
herbal,MVAH,,,,https://en.wikipedia.org/wiki/Maharishi_Vedic_Approach_to_Health
herbal,Balneotherapy,,,,https://en.wikipedia.org/wiki/Balneotherapy
herbal,Brazilian,"Traditional Brazilian medicine (Portuguese: Medicina indígena) includes many native South American elements, and imported African ones.  It is predominantly used in areas where indigenous groups and African descendants reside, like in the northeast coast, nearly all interior regions including Amazon regions, savannahs , rainforest , foothills , and Pantanal .  According to Romulo R. N. Alves, ""although Brazil's health system is public...use of traditional remedies and rituals provide an economical way of healing for much of the populace, but that also does not mean that wealthy Brazilians don't seek it out as well. Traditional medicine is a deep part of Brazilian heritage."" [ 1 ]",,,https://en.wikipedia.org/wiki/Brazilian_traditional_medicine
herbal,Bush medicine,,,,https://en.wikipedia.org/wiki/Bush_medicine
herbal,Cambodian,"Traditional Cambodian medicine ( Khmer : វេជ្ជសាស្រ្តបូរាណខ្មែរ , ALA-LC: Vejjasāstr Pūrāṇ Khmaer ) comprise several traditional medicine systems in Cambodia .",,,https://en.wikipedia.org/wiki/Traditional_Cambodian_medicine
herbal,Chinese,,,,https://en.wikipedia.org/wiki/Traditional_Chinese_medicine
herbal,Blood stasis,"Blood stasis (also blood stagnation and blood stasis syndrome ) ( BS ) is a concept in traditional Chinese medicine (TCM), described as a slowing or pooling of the blood due to a disruption of heart qi . Blood stasis is also described by practitioners of TCM in terms of yin deficiency, qi deficiency and qi stagnation. For non-practitioners of TCM it is sometimes explained in terms of hematological disorders such as hemorrhage , congestion , thrombosis or local ischemia , and in terms of tissue changes. TCM practitioners believe it is an important underlying pathology of many disease processes [ 1 ] despite the fact that objective, consistent methods for measuring the presence of blood stasis syndrome are not readily available. [ 2 ] Blood stasis is associated with justifications for acupuncture and herbal treatments. [ 3 ]",,,https://en.wikipedia.org/wiki/Blood_stasis
herbal,Chinese herbology,"Chinese herbology ( traditional Chinese : 中藥學 ; simplified Chinese : 中药学 ; pinyin : zhōngyào xué ) is the theory of traditional Chinese herbal therapy, which accounts for the majority of treatments in traditional Chinese medicine (TCM). A Nature editorial described TCM as ""fraught with pseudoscience "", and said that the most obvious reason why it has not delivered many cures is that the majority of its treatments have no logical mechanism of action . [ 1 ]",,,https://en.wikipedia.org/wiki/Chinese_herbology
herbal,Dit da,"Dit da ( Chinese : 跌打 ; pinyin : diē dǎ ; Jyutping : dit 3 daa 2 ; lit. 'fall [and] hit'), tit da or die da is a traditional Chinese medicine discipline used to treat trauma and injuries such as bone fractures, sprains, and bruises. Methods include bone-setting and occasional use of topical preparations such as the dit da jow . Die da originated among martial artists in Guangdong .  In Hong Kong, 跌打 is pronounced as ""tid da"" in Hong Kong Cantonese.",,,https://en.wikipedia.org/wiki/Dit_da
herbal,Gua sha,,,,https://en.wikipedia.org/wiki/Gua_sha
herbal,Gill plate trade,"The gill plate trade is the buying and selling of stingray gill plates for their use in traditional Chinese medicine . The gill plates are harvested from stingrays that are caught intentionally, or caught as bycatch . The plates are sold whole or in a powder form. A single kilogram of the gill plate can be sold for up to US$350, though the price varies by ray species. [ 1 ]",,,https://en.wikipedia.org/wiki/Gill_plate_trade
herbal,Long gu,,,,https://en.wikipedia.org/wiki/Long_gu
herbal,Meridian,"The meridian system ( simplified Chinese : 经络 ; traditional Chinese : 經絡 ; pinyin : jīngluò ; lit. 'meridian and collaterals'), also called channel network , is a pseudoscientific concept from traditional Chinese medicine (TCM) that alleges meridians are paths through which the life-energy known as "" qi "" ( ch'i ) flows. [ 1 ]",,,https://en.wikipedia.org/wiki/Meridian_(Chinese_medicine)
herbal,Moxibustion,,,,https://en.wikipedia.org/wiki/Moxibustion
herbal,Pressure point,"Pressure points [ a ] derive from the supposed meridian points in Traditional Chinese Medicine , Indian Ayurveda and Siddha medicine , and martial arts . They refer to areas on the human body that may produce significant pain or other effects when manipulated in a specific manner. [ 2 ]",,,https://en.wikipedia.org/wiki/Pressure_point
herbal,Qi,,,,https://en.wikipedia.org/wiki/Qi
herbal,San Jiao,"San Jiao (""triple burner"", or ""triple energizer"", or ""triple heater"") is a concept in traditional Chinese medicine (TCM) and acupuncture . It is the sixth organ of Fu, which is the hollow space inside the trunk of the body.",,,https://en.wikipedia.org/wiki/San_Jiao
herbal,Tui na,,,,https://en.wikipedia.org/wiki/Tui_na
herbal,Zang-fu,"The zangfu ( simplified Chinese : 脏腑 ; traditional Chinese : 臟腑 ; pinyin : zàngfǔ ) are functional relationships stipulated by traditional Chinese medicine (TCM). This concept did not primarily develop out of anatomical biological considerations, but from cosmological patterns and influences.",,,https://en.wikipedia.org/wiki/Zangfu
herbal,Chumash,Chumash traditional medicine is a type of traditional medicine practiced by the Chumash people of the southern coastal regions of California . [ 1 ],,,https://en.wikipedia.org/wiki/Chumash_traditional_medicine
herbal,Curandero,"A curandero ( Spanish: [kuɾanˈdeɾo] , ""healer""; f. curandera , also spelled curandeiro , Portuguese: [kuɾɐ̃ˈdejɾu] , f. curandeira ) is a traditional native healer or shaman found primarily in Latin America and also in the United States . [ 1 ] A curandero is a specialist in traditional medicine whose practice can either contrast with or supplement that of a practitioner of Western medicine . A curandero is claimed to administer shamanistic and spiritistic remedies for mental, emotional, physical and spiritual illnesses. [ 2 ] [ 3 ] [ 4 ] [ 5 ] Some curanderos, such as Don Pedrito, the Healer of Los Olmos , make use of simple herbs, waters, or mud to allegedly effect their cures. [ 1 ] Others add Catholic elements, such as holy water and pictures of saints ; San Martin de Porres for example is heavily employed within Peruvian curanderismo . The use of Catholic prayers and other borrowings and lendings is often found alongside native religious elements. Many curanderos emphasize their native spirituality in healing while being practicing Catholics. Still others, such as Maria Sabina , employ hallucinogenic media and many others use a combination of methods. Most of the concepts related to curanderismo (the practice of curanderos) are Spanish words, often with medieval , vernacular definitions.",,,https://en.wikipedia.org/wiki/Curandero
herbal,Faith healing,"Faith healing is the practice of prayer and gestures (such as laying on of hands ) that are believed by some to elicit divine intervention in spiritual and physical healing, especially the Christian practice. [ 1 ] Believers assert that the healing of disease and disability can be brought about by religious faith through prayer or other rituals that, according to adherents, can stimulate a divine presence and power. Religious belief in divine intervention does not depend on empirical evidence of an evidence-based outcome achieved via faith healing. [ 2 ] Virtually all [ a ] scientists and philosophers dismiss faith healing as pseudoscience . [ 3 ] [ 4 ] [ 5 ] [ 6 ]",,,https://en.wikipedia.org/wiki/Faith_healing
herbal,Herbal medicine,"Herbal medicine (also called herbalism , phytomedicine or phytotherapy ) is the study of pharmacognosy and the use of medicinal plants , which are a basis of traditional medicine . [ 1 ] Scientific evidence for the effectiveness of many herbal treatments remains limited, prompting ongoing regulatory evaluation and research into their safety and efficacy. Standards for purity or dosage are generally not provided. [ 1 ] [ 2 ] The scope of herbal medicine sometimes includes fungal and bee products, as well as minerals , shells and certain animal parts. [ 3 ]",,,https://en.wikipedia.org/wiki/Herbal_medicine
herbal,Hilot,,,,https://en.wikipedia.org/wiki/Hilot
herbal,Iranian,,,,https://en.wikipedia.org/wiki/Iranian_traditional_medicine
herbal,Jamu,"Jamu ( Javanese script : ꦗꦩꦸ ) is a traditional medicine from Indonesia . It is predominantly a herbal medicine made from natural materials, such as roots, bark, flowers, seeds, leaves and fruits. [ 1 ] Materials acquired from animals, such as honey , royal jelly , milk and native chicken eggs are often used as well.",,,https://en.wikipedia.org/wiki/Jamu
herbal,Kayakalpa,Kayakalpa is a form of traditional rejuvenation practice originating in South India . [ 1 ],,,https://en.wikipedia.org/wiki/Kayakalpa
herbal,Kambo,"Kambo , also known as sapo (from Portuguese : sapo , lit. 'toad') or vacina-do-sapo , is substance derived from the natural secretions of an amphibian belonging to the Phyllomedusa family . Commonly the dried skin secretions of the giant leaf frog , known as the kambô in Portuguese, a species of frog, are used for ritualistic purposes with a strong religious and spiritual components. Less commonly it is used as a transdermal medicine, however, evidence for its effectiveness is limited.",,,https://en.wikipedia.org/wiki/Kambo_(drug)
herbal,Japanese,"Kampo or Kanpō medicine ( 漢方医学 , Kanpō igaku ) , often known simply as Kanpō ( 漢方 ; Chinese medicine) , is the study of traditional medicine in Japan following its introduction, beginning in the 7th century. [ 1 ] It was adapted and modified to suit Japanese culture and traditions. Traditional Japanese medicine uses most of the Chinese methods, including acupuncture , moxibustion , traditional Chinese herbology , and traditional food therapy.",,,https://en.wikipedia.org/wiki/Kampo
herbal,Korean,,,,https://en.wikipedia.org/wiki/Traditional_Korean_medicine
herbal,Maya,"Maya medicine concerns health and medicine among the ancient Maya civilization . It was a complex blend of mind , body, religion , ritual and science . Important to all, medicine was practiced only by a select few, who generally inherited their positions and received extensive education . These shamans acted as a medium between the physical world and spirit world . They practiced sorcery for the purpose of healing, foresight , and control over natural events.",,,https://en.wikipedia.org/wiki/Maya_medicine
herbal,Mien Shiang,"Mien shiang ( Chinese : 面 相 ; pinyin : miànxiàng meaning face ( mien ) reading ( shiang )) is a physiognomic and fortune-telling practice in Chinese culture and traditional Chinese medicine which purports to determine aspects of person's character, personality, and (future) health by analyzing their face according to the five phases ( "" wu xing "" ). The five phases (namely wood , fire , earth , metal , and water ) are metaphors devised by ancient Chinese philosophers to explain the relationship, interaction, and ongoing change of everything in the universe. [ 1 ] In recent times the art of face reading has become more popular and schools that teach mien shiang more wide spread. [ citation needed ]",,,https://en.wikipedia.org/wiki/Mien_Shiang
herbal,Mongolian,Traditional Mongolian medicine developed over many years among the Mongolian people . Mongolian medical practice spread across their empire and became an ingrained part of many other peoples’ medical systems.,,,https://en.wikipedia.org/wiki/Traditional_Mongolian_medicine
herbal,Naftalan oil,,,,https://en.wikipedia.org/wiki/Naftalan_oil
herbal,Prophetic medicine,"In Islam , prophetic medicine ( Arabic : الطب النبوي , 'al-Tibb al-nabawī ) is the advice regarding sickness, treatment and hygiene based on reports of the Islamic prophet Muhammad as found in the hadith . The therapy involves diet, cupping, and cautery, and simple drugs (especially honey),  numerous prayers and pious invocations for the patient to perform, but no surgery. [ 1 ] Maladies discussed include fevers, plague, leprosy, poisonous bites, protection from night-flying insects and the evil eye, rules for coitus, theories of embryology, etc. The authors of its manuals were religious clerics  who collected and explicated these traditions, not physicians, and it is usually practiced  by non-physicians. [ 1 ] [ 2 ] How much of the medicine is divine revelation and how much  folk practices inherited from ancestors (and thus time-sensitive, culturally situated, rather than eternal medical truths) is disputed. [ 3 ] [ 4 ] (There is also a non-hadith based traditional medicine of early Arabs, known as Unani medicine.) [ 5 ]",,,https://en.wikipedia.org/wiki/Prophetic_medicine
herbal,Shamanism,,,,https://en.wikipedia.org/wiki/Shamanism
herbal,Shiatsu,"Shiatsu ( / ʃ i ˈ æ t s -, - ˈ ɑː t s uː / shee- AT -, -⁠ AHT -soo ; [ 1 ] 指圧 ) is a form of Japanese bodywork based on concepts in traditional Chinese medicine such as qi meridians . Having been popularized in the twentieth century by Tokujiro Namikoshi (1905–2000), [ 2 ] shiatsu derives from the older Japanese massage modality called anma .",,,https://en.wikipedia.org/wiki/Shiatsu
herbal,Siddha,,,,https://en.wikipedia.org/wiki/Siddha_medicine
herbal,Sri Lankan,,,,https://en.wikipedia.org/wiki/Sri_Lankan_traditional_medicine
herbal,Thai massage,"Traditional Thai massage or Thai yoga massage is a traditional therapy combining acupressure , Indian Ayurvedic principles, and assisted yoga postures. [ 1 ] In the Thai language , it is usually called nuat phaen thai ( Thai : นวดแผนไทย , pronounced [nûat pʰɛ̌ːn tʰāj] ; lit. 'Thai-style massage') or nuat phaen boran ( นวดแผนโบราณ , [nûat pʰɛ̌ːn bōː.rāːn] ; lit. 'ancient-style massage'), though its formal name is nuat thai ( นวดไทย , [nûat tʰāj] ; lit. 'Thai massage') according to the Traditional Thai Medical Professions Act, BE 2556 (2013). [ 2 ]",,,https://en.wikipedia.org/wiki/Traditional_Thai_massage
herbal,Tibetan,,,,https://en.wikipedia.org/wiki/Traditional_Tibetan_medicine
herbal,Unani,,,,https://en.wikipedia.org/wiki/Unani_medicine
herbal,Vietnamese,"Traditional Vietnamese medicine (Y học Cổ truyền Việt Nam), also known as Southern Herbology (Thuốc Nam) is a traditional medicine practiced by Vietnamese people. It is influenced by traditional Chinese medicine. The other traditional medicine that is also practiced in Vietnam is traditional Chinese medicine (Trung Y), also known as Northern Herbology (Thuốc Bắc). [ 1 ] [ 2 ] Thuốc Nam is one of two kinds of folk remedies known to villagers, the other being the traditional breathing exercise dưỡng sinh . [ 3 ] [ 4 ]",,,https://en.wikipedia.org/wiki/Traditional_Vietnamese_medicine
herbal,Adrenal fatigue,"Adrenal fatigue is a pseudoscientific term used by alternative medicine providers to suggest that the adrenal glands are exhausted and unable to produce adequate quantities of hormones , primarily cortisol , due to chronic stress or infections. [ 1 ] There is no scientific basis for the existence of adrenal fatigue, and the term should not be confused with a number of actual forms of adrenal dysfunction such as adrenal insufficiency or Addison's disease . [ 1 ]",,,https://en.wikipedia.org/wiki/Adrenal_fatigue
herbal,Aerotoxic syndrome,,,,https://en.wikipedia.org/wiki/Aerotoxic_syndrome
herbal,Candida hypersensitivity,,,,https://en.wikipedia.org/wiki/Candida_hypersensitivity
herbal,Chronic Lyme disease,"Chronic Lyme disease ( CLD ) is the name used by some people with non-specific symptoms , such as fatigue, muscle pain, and cognitive dysfunction to refer to their condition, even if there is no evidence that they had Lyme disease . [ 2 ] [ 3 ] Both the label and the belief that these people's symptoms are caused by this particular infection are generally rejected by medical professionals. [ 2 ] Chronic Lyme disease is distinct from post-treatment Lyme disease syndrome , a set of lingering symptoms which may persist after successful antibiotic treatment of infection with Lyme-causing Borrelia bacteria, and which may have similar symptoms to those associated with CLD. [ 3 ]",,,https://en.wikipedia.org/wiki/Chronic_Lyme_disease
herbal,Electromagnetic hypersensitivity,,,,https://en.wikipedia.org/wiki/Electromagnetic_hypersensitivity
herbal,Heavy legs,"Heavy legs is a condition described as an unpleasant sensation of pain and heaviness in the lower limbs. Symptoms include legs feeling weighted, stiff, and tired.",,,https://en.wikipedia.org/wiki/Heavy_legs
herbal,Leaky gut syndrome,"Leaky gut syndrome is a hypothetical and medically unrecognized condition [ 1 ] [ 2 ] that is distinct from the scientific phenomenon of increased intestinal permeability commonly known as ""leaky gut"". [ 1 ] [ 3 ] Claims for the existence of ""leaky gut syndrome"" as a distinct medical condition come mostly from nutritionists and practitioners of alternative medicine . [ 1 ] [ 4 ] [ 5 ] Proponents claim that a ""leaky gut"" causes chronic inflammation throughout the body that results in a wide range of conditions, including myalgic encephalomyelitis/chronic fatigue syndrome , rheumatoid arthritis , lupus , migraines , multiple sclerosis , and autism . [ 1 ] [ 4 ] There is little evidence to support this hypothesis. [ 1 ] [ 6 ]",,,https://en.wikipedia.org/wiki/Leaky_gut_syndrome
herbal,Multiple chemical sensitivity,,,,https://en.wikipedia.org/wiki/Multiple_chemical_sensitivity
herbal,Wilson's temperature syndrome,"Wilson's temperature syndrome , also called Wilson's syndrome , Wilson's thyroid syndrome or WTS , is a term used in alternative medicine to improperly attribute various common and non-specific symptoms to abnormally low body temperature and impaired conversion of thyroxine (T4) to triiodothyronine (T3), despite normal thyroid function tests . [ 1 ] E. Denis Wilson , a physician who invented the concept and named it after himself, treated these symptoms with sustained-release triiodothyronine (SR-T3) until one of his patients died and he was banned from prescribing this treatment any longer.",,,https://en.wikipedia.org/wiki/Wilson%27s_temperature_syndrome
herbal,primary metabolites,"A primary metabolite is a kind of metabolite that is directly involved in normal growth, development, and reproduction. It usually performs a physiological function in the organism (i.e. an intrinsic function). A primary metabolite is typically present in many organisms or cells. It is also referred to as a central metabolite, which has an even more restricted meaning (present in any autonomously growing cell or organism). Some common examples of primary metabolites include:",,,https://en.wikipedia.org/wiki/Primary_metabolite
herbal,carbohydrates,,,,https://en.wikipedia.org/wiki/Carbohydrate
herbal,fats,,,,https://en.wikipedia.org/wiki/Fat
herbal,secondary metabolites,"Secondary metabolites , also called specialised metabolites , secondary products , or natural products , are organic compounds produced by any lifeform, e.g. bacteria , archaea , fungi , animals , or plants , which are not directly involved in the normal growth , development , or reproduction of the organism. Instead, they generally mediate ecological interactions , which may produce a selective advantage for the organism by increasing its survivability or fecundity . Specific secondary metabolites are often restricted to a narrow set of species within a phylogenetic group. Secondary metabolites often play an important role in plant defense against herbivory and other interspecies defenses. Humans use secondary metabolites as medicines, flavourings, pigments, and recreational drugs. [ 2 ]",,,https://en.wikipedia.org/wiki/Secondary_metabolite
herbal,doi,,,,https://en.wikipedia.org/wiki/Doi_(identifier)
herbal,Plants for a Future,"Plants For A Future ( PFAF ) is an online not for profit resource for those interested in edible and useful plants, with a focus on temperate regions . Named after the phrase ""plans for a future"" as wordplay, the organization's emphasis is on perennial plants.",,,https://en.wikipedia.org/wiki/Plants_for_a_Future
herbal,Chinese classic herbal formula,Chinese classic herbal formulas ( simplified Chinese : 经方 ; traditional Chinese : 經 方 ) are combinations of herbs used in Chinese herbology for supposed greater efficiency in comparison to individual herbs. They are the basic herbal formulas that students of Traditional Chinese medicine learn. Later these students will adapt these classic formulas to match the needs of each patient.,,,https://en.wikipedia.org/wiki/Chinese_classic_herbal_formula
herbal,History of birth control,"The history of birth control , also known as contraception and fertility control, refers to the methods or devices that have been historically used to prevent pregnancy . [ 1 ] Planning and provision of birth control is called family planning . [ 2 ] In some times and cultures, abortion had none of the stigma which it has today, making birth control less important. [ 3 ] [ 4 ]",,,https://en.wikipedia.org/wiki/History_of_birth_control
herbal,List of branches of alternative medicine,,,,https://en.wikipedia.org/wiki/List_of_branches_of_alternative_medicine
herbal,List of culinary herbs and spices,,,,https://en.wikipedia.org/wiki/List_of_culinary_herbs_and_spices
herbal,List of herbs with known adverse effects,,,,https://en.wikipedia.org/wiki/List_of_herbs_with_known_adverse_effects
herbal,Materia Medica,,,,https://en.wikipedia.org/wiki/Materia_Medica
herbal,Medicinal mushrooms,"Medicinal fungi are fungi that contain metabolites or can be induced to produce metabolites through biotechnology to develop prescription drugs . Compounds successfully developed into drugs or under research include those treating infection with amoeba , bacteria , fungus , virus , inhibitors of cholesterol and ergosterol synthesis, and psychotropics .",,,https://en.wikipedia.org/wiki/Medicinal_mushrooms
herbal,Medicinal plants of the American West,Many plants that grow in the American West have use in traditional and herbal medicine .,,,https://en.wikipedia.org/wiki/Medicinal_plants_of_the_American_West
herbal,Medicinal plants traditionally used by the indigenous peoples of North America,"Indigenous peoples of North America used various plants for different purposes. For lists pertaining specifically to the Cherokee , Iroquois , Navajo , and Zuni , see Cherokee ethnobotany , Iroquois ethnobotany , Navajo ethnobotany , and Zuni ethnobotany .",,,https://en.wikipedia.org/wiki/Medicinal_plants_traditionally_used_by_the_indigenous_peoples_of_North_America
